epoch,accuracy,loss,val_accuracy,val_loss
0,0.4644339978694916,1.2100368738174438,0.5619596838951111,1.1217025518417358
1,0.6410185694694519,0.8776171207427979,0.5619596838951111,1.0460891723632812
2,0.7337392568588257,0.692440927028656,0.5850144028663635,1.0898241996765137
3,0.7896484732627869,0.5646915435791016,0.5734870433807373,1.1173912286758423
4,0.8342097997665405,0.45082584023475647,0.5648415088653564,1.2689917087554932
5,0.8569056391716003,0.3928494155406952,0.5561959743499756,1.4410457611083984
6,0.8959313631057739,0.29461702704429626,0.5734870433807373,1.4363847970962524
7,0.9097702503204346,0.25841882824897766,0.5619596838951111,1.5710982084274292
8,0.9045115113258362,0.25992533564567566,0.5706051588058472,1.6626242399215698
9,0.9368945360183716,0.18260446190834045,0.5561959743499756,1.711081862449646
10,0.9438139796257019,0.15994367003440857,0.5878962278366089,1.7351800203323364
11,0.9584832787513733,0.1426684856414795,0.559077799320221,1.8321895599365234
12,0.947965681552887,0.14821463823318481,0.5821325778961182,1.796290636062622
13,0.9629117250442505,0.11285632103681564,0.5706051588058472,2.0793612003326416
14,0.9678937196731567,0.09908831864595413,0.5706051588058472,2.0055716037750244
15,0.9595903754234314,0.12568442523479462,0.5677233338356018,2.06699538230896
16,0.9615278244018555,0.11619473993778229,0.5821325778961182,2.2100377082824707
17,0.9703847169876099,0.08884474635124207,0.5878962278366089,2.2828598022460938
18,0.9687240719795227,0.09193384647369385,0.5648415088653564,2.359380006790161
19,0.9731525182723999,0.08264920860528946,0.5850144028663635,2.2757914066314697
20,0.974259614944458,0.07449846714735031,0.6023054718971252,2.1383824348449707
21,0.9753667116165161,0.07510948181152344,0.5763688683509827,2.3364856243133545
22,0.9676169157028198,0.08885182440280914,0.5763688683509827,2.353837490081787
23,0.9731525182723999,0.08674212545156479,0.5677233338356018,2.583721160888672
24,0.9687240719795227,0.0929621160030365,0.5878962278366089,2.4263792037963867
